"V1","rpt.id","rpt.contents","info.tp","info.tit","occ.dtime","reg.dtime","end.dtime","start.pos.x","start.pos.y","end.pos.x","end.pos.y"
"384","01148944","경부고속도로 부산방면 (한남나들목 → 서초나들목) 차량증가로 정체, 대전나들목부근 3차로와 갓길 화물차가 싣고있던 화물(건축자재물)을 도로에 쏟은사고 처리작업으로 또 다른 사고위험, 반대방면 (양재나들목 → 서초나들목) 차량증가로 정체","A1","단순사고","2014-06-15","10:35","2014-06-15",127.015325,37.511743,127.452434,36.361613
"385","01148943","동부간선도로 (성수대교 → 의정부) 중랑교 조금 지난 지점 1차로 시설물보수작업으로 사고위험, (녹천교 → 창동교) 1차로에 있었던 시설물보수작업 종료, 여파로 월릉교부터 정체","B1","공사","2014-06-15","10:34","2014-06-15",127.055491,37.650374,0,0
"386","01148942","서해안고속도로 (목포 → 서울) 금천나들목부근 2Km구간 차량증가로 정체, 반대방면 금천나들목부근 차량증가로 정체","A4","단순정보","2014-06-15","10:34","2014-06-15",126.895952,37.428197,126.895952,37.428197
"387","01148941","경인고속도로 (인천 → 서울) 신월나들목부근 차량증가로 정체","A4","단순정보","2014-06-15","10:33","2014-06-15",126.780317,37.523954,126.780317,37.523954
"388","01148940","서울외곽순환고속도로 (판교 → 일산) 김포요금소부근 2차로 추돌사고 처리작업으로 2Km구간 정체","A1","단순사고","2014-06-15","10:31","2014-06-15",126.753821,37.572076,126.765507,37.59089
"389","01148939","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","10:24","2014-06-15",126.976641,37.574265,0,0
"390","01148938","서울외곽순환고속도로 (판교 → 일산) 청계터널 조금 지난 지점 갓길 승용차끼리 3중 추돌사고 처리작업으로 정체","A1","단순사고","2014-06-15","10:24","2014-06-15",127.089617,37.404185,127.033923,37.3941
"391","01148937","동호대교 (남단 → 북단) 북단부근 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","10:19","2014-06-15",127.018608,37.540027,0,0
"392","01148936","서오릉로 (역촌4거리 → 구산4거리) 구산역4거리 3차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","10:18","2014-06-15",126.917315,37.611217,0,0
"393","01148935","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","10:18","2014-06-15",127.023384,37.507108,0,0
"394","01148934","서부간선도로 (성산대교 → 안양) 오목교 조금 지난 지점에 있었던 승용차끼리 추돌사고 처리작업 완료, 여파로 정체","A1","단순사고","2014-06-15","10:17","2014-06-15",126.881577,37.522029,126.882249,37.516424
"395","01148933","동부간선도로 (성수대교 → 의정부) 중랑교 조금 지난 지점 1차로 시설물보수작업으로 사고위험, (녹천교 → 창동교) 1차로 시설물보수작업으로 월릉교부터 정체, 반대방면 (상계교 → 녹천교) 차량증가로 정체","B1","공사","2014-06-15","10:16","2014-06-15",127.055491,37.650374,0,0
"396","01148932","북부간선도로 구리방면 (묵동나들목 → 구리시계) 차량증가로 정체","A4","단순정보","2014-06-15","10:15","2014-06-15",127.106291,37.614507,127.106291,37.614507
"397","01148931","올림픽대로 (하남 → 공항) 가양대교 조금 못 간 지점에 있었던 시설물보수작업 종료, 정상소통","B1","공사","2014-06-15","10:15","2014-06-15",126.865876,37.561597,0,0
"398","01148930","경부고속도로 부산방면 (한남나들목 → 서초나들목) 차량증가로 정체, 대전나들목부근 3차로와 갓길 화물차가 싣고있던 화물(건축자재물)을 도로에 쏟은사고 처리작업으로 또 다른 사고위험, 반대방면 (양재나들목 → 서초나들목) 차량증가로 정체","A1","단순사고","2014-06-15","10:15","2014-06-15",127.015325,37.511743,127.452434,36.361613
"399","01148929","강변북로 구리방면 (성산대교 → 양화대교) 1차로 시설물보수작업으로 서행","B1","공사","2014-06-15","10:15","2014-06-15",126.901817,37.551113,0,0
"405","01148923","경부고속도로 (도동분기점 → 김천분기점) 양방면 소통원활","A4","단순정보","2014-06-15","10:11","2014-06-15",128.65629,35.914529,128.65629,35.914529
"413","01148915","서부간선도로 안양방면 (목동교 → 오목교) 차량증가로 정체","A4","단순정보","2014-06-15","10:05","2014-06-15",126.887986,37.528331,126.887986,37.528331
"414","01148914","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","10:04","2014-06-15",126.976641,37.574265,0,0
"415","01148913","도림로 (도림4거리 → 문래공원4거리) 문래동4거리 조금 지난 지점 하위차로 도로포장공사로 사고위험","B1","공사","2014-06-15","10:01","2014-06-15",126.896804,37.513403,126.896362,37.513646
"416","01148912","동호대교 (남단 → 북단) 북단부근 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","09:54","2014-06-15",127.018608,37.540027,127.01835,37.540457
"417","01148911","노들로 (한강대교 → 성산대교) 여의교 조금 지난 지점 1차로에 있었던 승용차끼리 추돌사고 처리작업 완료, 사고지점 조금 지난 지점 2차로 시설물보수작업으로 사고위험","A1","단순사고","2014-06-15","09:53","2014-06-15",126.926119,37.514757,0,0
"418","01148910","서오릉로 (역촌4거리 → 구산4거리) 구산역4거리 3차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","09:52","2014-06-15",126.917315,37.611217,0,0
"419","01148909","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","09:52","2014-06-15",127.023384,37.507108,0,0
"420","01148908","경부고속도로 부산방면 (잠원나들목 → 서초나들목) 차량증가로 정체, 대전나들목부근 3차로와 갓길 화물차가 싣고있던 화물(건축자재물)을 도로에 쏟은사고 처리작업으로 또 다른 사고위험","A1","단순사고","2014-06-15","09:51","2014-06-15",127.015325,37.511743,127.448327,36.366089
"421","01148907","서부간선도로 (성산대교 → 안양) 오목교 조금 지난 지점 2차로 승용차끼리 추돌사고로 정체, 신정교부근1차로 시설물보수작업으로 사고위험, 반대방면 (양평교 → 성산대교) 차량증가로","A1","단순사고","2014-06-15","09:51","2014-06-15",126.881577,37.522029,126.882306,37.517017
"422","01148906","동부간선도로 의정부방면 (녹천교 → 창동교) 1차로 시설물보수작업으로 월릉교부터 정체, 반대방면 (상계교 → 녹천교) 차량증가로 정체","B1","공사","2014-06-15","09:50","2014-06-15",127.055491,37.650374,0,0
"423","01148905","북부간선도로 구리방면 (묵동나들목 → 구리시계) 차량증가로 정체","A4","단순정보","2014-06-15","09:50","2014-06-15",127.106291,37.614507,127.106291,37.614507
"424","01148904","올림픽대로 (하남 → 공항) 가양대교 조금 못 간 지점 1차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","09:50","2014-06-15",126.865876,37.561597,0,0
"425","01148903","강변북로 구리방면 (성산대교 → 양화대교) 1차로 시설물보수작업으로 서행","B1","공사","2014-06-15","09:49","2014-06-15",126.901817,37.551113,126.90223,37.550817
"426","01148902","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","09:46","2014-06-15",126.976641,37.574265,0,0
"427","01148901","[행사안내] 세종대로 광화문광장을 출발한 '2014 하이서울 자전거 대행진' 참가자들이 상암동 평화의공원에 모두 도착을 하였습니다. 통제가 되었던 세종대로, 한강대로, 강변북로, 가양대로, 월드컵로, 증산로 등 차량통행에 지장이 없으니 참고하시기 바랍니다.","B2","행사/집회","2014-06-15","09:45","2014-06-15",126.892735,37.566804,0,0
"440","01148888","경부고속도로 (경주나들목 → 도동분기점) 양방면 소통원활","A4","단순정보","2014-06-15","09:39","2014-06-15",129.182738,35.810103,129.182738,35.810103
"441","01148887","노들로 (한강대교 → 성산대교) 여의교 조금 지난 지점 1차로 승용차끼리 추돌사고로 정체, 사고지점 조금 지난 지점 2차로 시설물보수작업으로 사고위험","A1","단순사고","2014-06-15","09:33","2014-06-15",126.926119,37.514757,126.924426,37.515258
"442","01148886","서오릉로 (역촌4거리 → 구산4거리) 구산역4거리 3차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","09:30","2014-06-15",126.917315,37.611217,126.917352,37.611211
"443","01148885","경부고속도로 (서울 → 부산) 대전나들목부근 3차로와 갓길 화물차가 싣고있던 화물(건축자재물)을 도로에 쏟은사고 처리작업으로 또 다른 사고위험","A1","단순사고","2014-06-15","09:29","2014-06-15",127.452434,36.361613,0,0
"444","01148883","동호로 (동호대교 → 약수역) 옥수역부근 1차로 시설물보수작업으로 정체","B1","공사","2014-06-15","09:28","2014-06-15",127.018608,37.540027,127.017965,37.54098
"445","01148882","서부간선도로 (성산대교 → 안양) 신정교 조금 못 간 지점 1차로 시설물보수작업으로 목동교 이전부터 정체, 반대방면 (양평교 → 성산대교) 차량증가로 서행","B1","공사","2014-06-15","09:26","2014-06-15",126.881577,37.522029,0,0
"446","01148881","동부간선도로 의정부방면 (녹천교 → 창동교) 1차로 시설물보수작업으로 월계1교부터 정체, 반대방면 (상계교 → 녹천교) 차량증가로 정체","B1","공사","2014-06-15","09:26","2014-06-15",127.055491,37.650374,0,0
"447","01148884","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","09:29","2014-06-15",127.023384,37.507108,0,0
"448","01148880","올림픽대로 (하남 → 공항) 가양대교 조금 못 간 지점 1차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","09:25","2014-06-15",126.865876,37.561597,0,0
"449","01148879","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","09:23","2014-06-15",126.976641,37.574265,0,0
"450","01148878","[행사안내] 세종대로 광화문광장을 출발한 '2014 하이서울 자전거 대행진'이 진행중에 있습니다. 참가자들이 강변북로 난지나들목에서 가양대교를 지나 가양대로, 월드컵로를 이용하여 이동하고 있으니 코스구간 이용하실분은 참고바랍니다.(*코스 : 광화문광장→서울역→용산역→한강대교 강변북로진입(한강대교~가양대교)→구룡4거리→월드컵공원→평화의광장)","B2","행사/집회","2014-06-15","09:22","2014-06-15",126.892735,37.566804,0,0
"451","01148877","42번국도 시흥시 목감지하차도 양방면 지하차도 폐쇄로 통제되고있으니 참고운행하시기 바랍니다. (공사기간 : 4월 15일, 15시부터 10월말까지)","B1","공사","2014-06-15","09:21","2014-06-15",126.866348,37.383509,126.866417,37.383602
"452","01148876","[공사안내] 과천대로 대공원4거리에서 남태령역방면 남태령지하차도 보수공사로 편도 2개차로 전면통제후 상부도로로 우회통행 *공사기간 : 5월 7일부터 6월 20일까지 (24시간 공사)","B1","공사","2014-06-15","09:20","2014-06-15",126.998,37.442485,0,0
"454","01148874","[공사안내] 신월로 신정네거리역4거리에서 강월초등학교구간 신월지하차도 양방면 평면화공사로 전면통제후 상부도로로 우회통행 *공사기간 : 4월 14일 오전 11시부터 6월 30일까지 (24시간공사)","B1","공사","2014-06-15","09:19","2014-06-15",126.83831,37.516573,126.838251,37.516745
"455","01148872","[공사안내] 양녕로 한강대교에서 상도역방면 상도터널 보수공사로 편도 2개차로 전면통제후 반대방면으로 교행통행 *공사기간 : 4월 15일부터 6월 23일까지, 밤 11시부터 다음날 아침 6시까지","B1","공사","2014-06-15","09:16","2014-06-15",126.953124,37.510877,0,0
"456","01148871","[공사안내] 내부순환로 홍지문터널 양방면 배수시설 교체공사로 편도 3개차로중 1개차로 부분통제 *공사기간 : 4월 23일부터 6월 30일까지, 밤 11시부터 다음날 아침 6시까지","B1","공사","2014-06-15","09:15","2014-06-15",126.956715,37.595786,126.956682,37.595928
"457","01148873","서부간선도로 (성산대교 → 안양) 신정교 조금 못 간 지점 1차로 시설물보수작업으로 목동교 이전부터 정체","B1","공사","2014-06-15","09:18","2014-06-15",126.881577,37.522029,126.882066,37.518575
"458","01148870","[공사안내] 노들로 여의2교에서 한강대교방면 신길역부근 도시가스관 이설공사로 편도 2개차로중 1개차로 부분통제 *공사기간 : 5월 12일부터 6월 19일까지, 밤 11시부터 다음날 아침 6시까지","B1","공사","2014-06-15","09:15","2014-06-15",126.91351,37.521701,0,0
"459","01148869","[공사안내] 서울외곽순환고속도로 구리에서 일산방면 장암대교부터 호원1교구간 호원나들목 건설공사에 따른 방호벽 설치공사로 편도 4개차로중 1개차로 부분통제 *공사기간 : 6월 1일부터 6월 26일까지 (24시간)","B1","공사","2014-06-15","09:14","2014-06-15",127.04822,37.697284,0,0
"460","01148868","[공사안내] 분당수서로 탄천2고가교 (양재천구간) 양방면 정밀안전진단 작업으로 편도 3개차로중 1개차로 부분통제 *공사기간 : 6월 16일부터 6월 17일까지, 밤 11시부터 다음날 새벽 5시까지","B1","공사","2014-06-15","09:13","2014-06-15",127.063194,37.521751,127.068051,37.508418
"461","01148867","[공사안내] 분당수서로 탄천2고가교 (강남경찰서구간) 양방면 정밀안전진단 작업으로 편도 3개차로중 1개차로 부분통제 *공사기간 : 6월 18일부터 6월 19일까지, 밤 11시부터 다음날 새벽 5시까지","B1","공사","2014-06-15","09:12","2014-06-15",127.063194,37.521751,127.068051,37.508418
"462","01148866","[공사안내] 삼일대로 퇴계로2가에서 남산1호터널방면 남산1호터널 소화전배관 교체공사로 편도 2개차로중 1개차로 부분통제 *공사기간 : 6월 16일부터 9월 27일까지, 밤 10시 30분부터 다음날 아침 6시 30분까지","B1","공사","2014-06-15","09:11","2014-06-15",126.992796,37.555634,0,0
"463","01148865","[공사안내] 하남시 조정대로 황산4거리에서 미사리조정경기장방면 황산4거리 800m 지난 지점 열배관공사로 편도 4개차로중 1～2개차로 부분통제 *공사기간 : 6월 18일부터 12월 30일까지, 주간) 오전 9시부터 오후 6시까지, 야간) 밤 10시부터 다음날 아침 6시까지","B1","공사","2014-06-15","09:11","2014-06-15",127.186646,37.550692,0,0
"464","01148864","[공사안내] 강변북로 가양대교에서 구리방면 성산대교 500m 지난 지점 망원초록길 조성공사중 지하차도 구조물 방수공사로 편도 5개차로중 1개차로 부분통제 *공사기간 : 6월 15일, 오전 7시부터 오후 4시까지","B1","공사","2014-06-15","09:10","2014-06-15",126.899347,37.552942,0,0
"465","01148863","올림픽대로 (하남 → 공항) 가양대교 조금 못 간 지점 1차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","09:07","2014-06-15",126.865876,37.561597,126.863965,37.562673
"466","01148862","올림픽대로 (하남 → 공항) 노량진수산시장부근 4차로 화물차고장으로 사고위험","A1","단순사고","2014-06-15","09:05","2014-06-15",126.944934,37.517674,126.939018,37.516564
"467","01148861","경부고속도로 (서울 → 부산) 대전나들목부근 3차로와 갓길 화물차가 싣고있던 화물(건축자재물)을 도로에 쏟은사고 처리작업으로 또 다른 사고위험","A1","단순사고","2014-06-15","09:03","2014-06-15",127.103189,37.364664,127.477148,36.345992
"468","01148860","동부간선도로 의정부방면 (녹천교 → 창동교) 1차로 시설물보수작업으로 월계1교부터 정체","B1","공사","2014-06-15","09:03","2014-06-15",127.055491,37.650374,0,0
"469","01148859","강남대로 (강남역 → 논현역) 논현역4거리 조금 못 간 지점 3,4차로 막고 건물보수공사를 하고있으니 주의운전 바랍니다.","B1","공사","2014-06-15","09:01","2014-06-15",127.023384,37.507108,127.021962,37.51009
"470","01148858","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","09:00","2014-06-15",126.976641,37.574265,126.976683,37.573635
"471","01148857","[행사안내] 세종대로 광화문광장을 출발한 '2014 하이서울 자전거 대행진'이 진행중에 있습니다. 현재 참가인원들의 선두는 도착장소인 평화의광장에 진입하였고, 후미는 강변북로 서강대교에서 가양대교방면으로 진행방향 전차로를 막고 이동하고 있으니 코스구간 이용하실분은 참고바랍니다.(*코스 : 광화문광장→서울역→용산역→한강대교 강변북로진입(한강대교~가양대교)→구룡4거리→월드컵공원→평화의광장)","B2","행사/집회","2014-06-15","08:59","2014-06-15",126.892735,37.566804,0,0
"472","01148856","경부고속도로 (서울 → 부산) 서울요금소 하이패스 3차로에 있었던 승용차사고 처리작업은 모두 끝나 정상소통, 같은방면 대전나들목부근 3차로와 갓길 도로에 떨어진 화물(건축자재물)을 치우는 작업으로 사고위험","A1","단순사고","2014-06-15","08:43","2014-06-15",127.103189,37.364664,127.477148,36.345992
"473","01148855","동부간선도로 의정부방면 (마들지하차도 → 창동교) 1차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","08:41","2014-06-15",127.055491,37.650374,127.055425,37.650824
"474","01148854","올림픽대로 공항방면 (성산대교 → 가양대교) 1차로 시설물보수작업으로 사고위험","B1","공사","2014-06-15","08:40","2014-06-15",126.889318,37.547336,126.88249,37.551614
"475","01148853","[행사안내] 세종대로 광화문광장을 출발한 '2014 하이서울 자전거 대행진'이 진행중에 있습니다. 현재 참가인원들의 선두는 도착장소인 평화의광장에 진입하였고, 후미는 한강대로 서울역에서 한강대교방면으로 진행방향 전차로를 막고 이동하고 있으니 코스구간 이용하실분은 참고바랍니다.(*코스 : 광화문광장→서울역→용산역→한강대교 강변북로진입(한강대교~가양대교)→구룡4거리→월드컵공원→평화의광장)","B2","행사/집회","2014-06-15","08:38","2014-06-15",126.892735,37.566804,126.892317,37.565447
"476","01148852","[행사안내] 세종대로 광화문광장을 출발한 '2014 하이서울 자전거 대행진'이 진행중에 있습니다. 현재 참가인원들의 선두는 강변북로 원효대교에서 성산대교방면으로, 후미는 세종대로 서울광장에서 서울역방면으로 진행방향 전차로를 막고 이동하고 있으니 코스구간 이용하실분은 참고바랍니다.(*코스 : 광화문광장→서울역→용산역→한강대교 강변북로진입(한강대교~가양대교)→구룡4거리→월드컵공원→평화의광장)","B2","행사/집회","2014-06-15","08:22","2014-06-15",126.976976,37.567125,0,0
"477","01148851","[행사안내] “세종대로 보행전용거리” 행사로 광화문3거리에서 세종로4거리방면이 전면통제되고 있으니 참고하시기 바랍니다. (이 통제는 오늘 저녁 7시까지 예정)","B2","행사/집회","2014-06-15","08:19","2014-06-15",126.976867,37.569161,0,0
"478","01148849","경부고속도로 (서울 → 부산) 서울요금소 하이패스 3차로 승용차사고로 사고위험, 같은방면 대전나들목부근 3차로와 갓길 도로에 떨어진 화물(건축자재물)을 치우는 작업으로 사고위험","A1","단순사고","2014-06-15","08:14","2014-06-15",127.103189,37.364664,127.453576,36.360292
"479","01148848","[공사안내] 강변북로 가양대교에서 구리방면 성산대교 500m 지난 지점 망원초록길 조성공사중 지하차도 구조물 방수공사로 편도 5개차로중 1개차로 부분통제 *공사기간 : 6월 15일, 오전 7시부터 오후 4시까지","B1","공사","2014-06-15","08:12","2014-06-15",126.899347,37.552942,0,0
"480","01148847","[공사안내] 하남시 조정대로 황산4거리에서 미사리조정경기장방면 황산4거리 800m 지난 지점 열배관공사로 편도 4개차로중 1～2개차로 부분통제 *공사기간 : 6월 18일부터 12월 30일까지, 주간) 오전 9시부터 오후 6시까지, 야간) 밤 10시부터 다음날 아침 6시까지","B1","공사","2014-06-15","08:12","2014-06-15",127.186646,37.550692,0,0
"481","01148846","[공사안내] 삼일대로 퇴계로2가에서 남산1호터널방면 남산1호터널 소화전배관 교체공사로 편도 2개차로중 1개차로 부분통제 *공사기간 : 6월 16일부터 9월 27일까지, 밤 10시 30분부터 다음날 아침 6시 30분까지","B1","공사","2014-06-15","08:11","2014-06-15",126.992796,37.555634,0,0
"482","01148850","[집회소식] 독립공원 앞에 오후 2시부터 오후 5시까지 전쟁반대 평화실현 국민행동, 6.15 공동선언 14주년 기념행사로 약 500여명이 모일예정 (행진 : 독립공원→서대문역→의주R→서소문로→서울광장(약 2.4km구간, 1개차로 이용, 300명 미만시 인도이용)","B2","행사/집회","2014-06-15","08:17","2014-06-15",126.955495,37.576586,126.958094,37.57394
"483","01148845","[공사안내] 남부순환로 공항입구지하차도 양방면 도로포장공사로 편도 2개차로중 1개차로 부분통제 *공사기간 : 6월 14일부터 6월 15일까지, 밤 11시부터 다음날 아침 6시까지","B1","공사","2014-06-15","08:11","2014-06-15",126.807215,37.561723,126.807035,37.561689
"484","01148844","[공사안내] 분당수서로 탄천2고가교 (강남경찰서구간) 양방면 정밀안전진단 작업으로 편도 3개차로중 1개차로 부분통제 *공사기간 : 6월 18일부터 6월 19일까지, 밤 11시부터 다음날 새벽 5시까지","B1","공사","2014-06-15","08:11","2014-06-15",127.063194,37.521751,127.068051,37.508418
"485","01148843","[공사안내] 분당수서로 탄천2고가교 (양재천구간) 양방면 정밀안전진단 작업으로 편도 3개차로중 1개차로 부분통제 *공사기간 : 6월 16일부터 6월 17일까지, 밤 11시부터 다음날 새벽 5시까지","B1","공사","2014-06-15","08:10","2014-06-15",127.063194,37.521751,127.068051,37.508418
"486","01148842","[공사안내] 서울외곽순환고속도로 구리에서 일산방면 장암대교부터 호원1교구간 호원나들목 건설공사에 따른 방호벽 설치공사로 편도 4개차로중 1개차로 부분통제 *공사기간 : 6월 1일부터 6월 26일까지 (24시간)","B1","공사","2014-06-15","08:10","2014-06-15",127.04822,37.697284,0,0
"487","01148841","42번국도 시흥시 목감지하차도 양방면 지하차도 폐쇄로 통제되고있으니 참고운행하시기 바랍니다. (공사기간 : 4월 15일, 15시부터 10월말까지)","B1","공사","2014-06-15","08:10","2014-06-15",126.866348,37.383509,126.866417,37.383602
"488","01148840","[공사안내] 노들로 여의2교에서 한강대교방면 신길역부근 도시가스관 이설공사로 편도 2개차로중 1개차로 부분통제 *공사기간 : 5월 12일부터 6월 19일까지, 밤 11시부터 다음날 아침 6시까지","B1","공사","2014-06-15","08:09","2014-06-15",126.91351,37.521701,0,0
"489","01148839","[공사안내] 내부순환로 홍지문터널 양방면 배수시설 교체공사로 편도 3개차로중 1개차로 부분통제 *공사기간 : 4월 23일부터 6월 30일까지, 밤 11시부터 다음날 아침 6시까지","B1","공사","2014-06-15","08:09","2014-06-15",126.956715,37.595786,126.956682,37.595928
"490","01148838","[공사안내] 양녕로 한강대교에서 상도역방면 상도터널 보수공사로 편도 2개차로 전면통제후 반대방면으로 교행통행 *공사기간 : 4월 15일부터 6월 23일까지, 밤 11시부터 다음날 아침 6시까지","B1","공사","2014-06-15","08:09","2014-06-15",126.953124,37.510877,0,0
"491","01148837","[공사안내] 신월로 신정네거리역4거리에서 강월초등학교구간 신월지하차도 양방면 평면화공사로 전면통제후 상부도로로 우회통행 *공사기간 : 4월 14일 오전 11시부터 6월 30일까지 (24시간공사)","B1","공사","2014-06-15","08:09","2014-06-15",126.83831,37.516573,126.838251,37.516745
"492","01148836","[공사안내] 과천대로 대공원4거리에서 남태령역방면 남태령지하차도 보수공사로 편도 2개차로 전면통제후 상부도로로 우회통행 *공사기간 : 5월 7일부터 6월 20일까지 (24시간 공사)","B1","공사","2014-06-15","08:08","2014-06-15",126.998,37.442485,0,0
"493","01148835","[행사안내] 세종대로 광화문광장에 모여있던 '2014 하이서울 자전거 대행진' 참가인원들이 출발하였습니다. 세종대로 서울광장을 지나 한강대로 서울역방면으로 진행방향 전차로 막고 이동하고 있으니 코스구간 이용하실분은 참고바랍니다. *코스: 광화문광장→서울역→용산역→한강대교 강변북로진입(한강대교~가양대교)→구룡4거리→월드컵공원→평화의광장)","B2","행사/집회","2014-06-15","08:00","2014-06-15",126.976976,37.567125,0,0
"494","01148834","경부고속도로 (서울 → 부산) 대전나들목부근 3차로와 갓길 도로에 떨어진 화물(건축자재물)을 치우는 작업으로 사고위험","A4","단순정보","2014-06-15","07:53","2014-06-15",127.452434,36.361613,0,0
"495","01148833","[공사안내] 강변북로 가양대교에서 구리방면 성산대교 500m 지난 지점 망원초록길 조성공사중 지하차도 구조물 방수공사로 편도 5개차로중 1개차로 부분통제 *공사기간 : 6월 15일, 오전 7시부터 오후 4시까지","B1","공사","2014-06-15","07:53","2014-06-15",126.899347,37.552942,0,0
"496","01148832","[공사안내] 하남시 조정대로 황산4거리에서 미사리조정경기장방면 황산4거리 800m 지난 지점 열배관공사로 편도 4개차로중 1～2개차로 부분통제 *공사기간 : 6월 18일부터 12월 30일까지, 주간) 오전 9시부터 오후 6시까지, 야간) 밤 10시부터 다음날 아침 6시까지","B1","공사","2014-06-15","07:53","2014-06-15",127.186646,37.550692,0,0
"497","01148831","[공사안내] 삼일대로 퇴계로2가에서 남산1호터널방면 남산1호터널 소화전배관 교체공사로 편도 2개차로중 1개차로 부분통제 *공사기간 : 6월 16일부터 9월 27일까지, 밤 10시 30분부터 다음날 아침 6시 30분까지","B1","공사","2014-06-15","07:52","2014-06-15",126.992796,37.555634,0,0
"498","01148830","[공사안내] 남부순환로 공항입구지하차도 양방면 도로포장공사로 편도 2개차로중 1개차로 부분통제 *공사기간 : 6월 14일부터 6월 15일까지, 밤 11시부터 다음날 아침 6시까지","B1","공사","2014-06-15","07:52","2014-06-15",126.807215,37.561723,126.807035,37.561689
"499","01148829","[공사안내] 분당수서로 탄천2고가교 (양재천구간) 양방면 정밀안전진단 작업으로 편도 3개차로중 1개차로 부분통제 *공사기간 : 6월 16일부터 6월 17일까지, 밤 11시부터 다음날 새벽 5시까지","B1","공사","2014-06-15","07:52","2014-06-15",127.063194,37.521751,127.068051,37.508418
"500","01148828","[공사안내] 서울외곽순환고속도로 구리에서 일산방면 장암대교부터 호원1교구간 호원나들목 건설공사에 따른 방호벽 설치공사로 편도 4개차로중 1개차로 부분통제 *공사기간 : 6월 1일부터 6월 26일까지 (24시간)","B1","공사","2014-06-15","07:51","2014-06-15",127.04822,37.697284,0,0
